review,status,rejected,reviewers,days_active,year,comments
PRE REVIEW,closed,0,3,69,2021,35
PRE REVIEW,closed,0,3,42,2021,36
PRE REVIEW,closed,0,3,3,2021,32
PRE REVIEW,closed,0,2,38,2021,27
PRE REVIEW,closed,0,3,19,2021,33
PRE REVIEW,closed,0,3,159,2021,62
PRE REVIEW,closed,1,0,18,2021,14
PRE REVIEW,closed,0,3,15,2021,28
REVIEW,closed,0,4,54,2021,58
REVIEW,closed,0,3,25,2021,65
PRE REVIEW,closed,0,3,11,2021,28
PRE REVIEW,closed,0,2,34,2021,27
PRE REVIEW,closed,0,2,4,2021,25
PRE REVIEW,closed,0,3,25,2021,29
PRE REVIEW,closed,0,3,18,2021,28
PRE REVIEW,closed,0,2,36,2021,31
REVIEW,closed,0,3,63,2021,69
REVIEW,closed,0,3,59,2021,85
REVIEW,closed,0,3,65,2021,76
PRE REVIEW,closed,1,0,100,2021,11
PRE REVIEW,closed,0,2,5,2021,26
PRE REVIEW,closed,0,2,9,2021,35
PRE REVIEW,closed,0,2,23,2021,36
REVIEW,closed,0,3,66,2021,123
PRE REVIEW,closed,0,3,3,2021,38
PRE REVIEW,closed,1,0,12,2021,13
REVIEW,closed,0,3,69,2021,96
REVIEW,closed,0,3,125,2021,49
REVIEW,closed,0,3,137,2021,59
PRE REVIEW,closed,1,0,0,2021,7
PRE REVIEW,closed,0,3,31,2021,27
PRE REVIEW,closed,0,2,2,2021,38
PRE REVIEW,closed,0,3,2,2021,22
PRE REVIEW,closed,0,1,25,2021,26
PRE REVIEW,closed,0,2,10,2021,29
PRE REVIEW,closed,1,0,3,2021,11
PRE REVIEW,closed,0,2,22,2021,36
PRE REVIEW,closed,0,3,76,2021,35
REVIEW,closed,0,3,79,2021,61
REVIEW,closed,0,3,228,2021,94
REVIEW,closed,0,4,69,2021,85
REVIEW,closed,0,3,241,2021,85
REVIEW,closed,0,3,40,2021,66
REVIEW,closed,0,3,138,2021,85
PRE REVIEW,closed,0,3,33,2021,69
PRE REVIEW,closed,0,2,224,2021,54
REVIEW,closed,0,3,79,2021,70
REVIEW,closed,0,3,87,2021,77
REVIEW,closed,0,3,51,2021,51
PRE REVIEW,closed,1,0,4,2021,9
PRE REVIEW,closed,0,3,40,2021,28
REVIEW,closed,0,4,46,2021,70
REVIEW,closed,0,3,111,2021,63
PRE REVIEW,closed,0,3,46,2021,42
PRE REVIEW,closed,0,3,31,2021,52
PRE REVIEW,closed,1,0,4,2021,9
PRE REVIEW,closed,1,0,5,2021,12
REVIEW,closed,0,1,0,2021,16
PRE REVIEW,closed,0,1,0,2021,12
REVIEW,closed,0,3,47,2021,45
PRE REVIEW,closed,1,0,10,2021,21
PRE REVIEW,closed,1,0,5,2021,14
PRE REVIEW,closed,0,2,32,2021,32
REVIEW,closed,0,3,56,2021,60
PRE REVIEW,closed,0,3,127,2021,50
PRE REVIEW,closed,0,3,43,2021,34
REVIEW,closed,0,3,134,2021,58
REVIEW,closed,0,3,66,2021,72
PRE REVIEW,closed,0,2,13,2021,13
REVIEW,closed,0,3,159,2021,90
REVIEW,closed,0,4,183,2021,120
PRE REVIEW,closed,0,3,106,2021,51
PRE REVIEW,closed,1,0,13,2021,12
PRE REVIEW,closed,0,4,48,2021,69
PRE REVIEW,closed,1,0,2,2021,18
REVIEW,closed,0,3,70,2021,41
REVIEW,closed,0,3,84,2021,78
PRE REVIEW,closed,0,4,2,2021,34
PRE REVIEW,closed,0,3,9,2021,24
PRE REVIEW,closed,0,3,165,2021,46
PRE REVIEW,closed,0,3,56,2021,30
PRE REVIEW,closed,0,2,18,2021,29
PRE REVIEW,closed,0,1,15,2021,27
PRE REVIEW,closed,0,2,4,2021,27
PRE REVIEW,closed,0,2,20,2020,35
PRE REVIEW,closed,1,0,8,2020,17
PRE REVIEW,closed,0,3,32,2020,56
PRE REVIEW,closed,1,0,8,2020,10
REVIEW,closed,0,3,134,2020,55
PRE REVIEW,closed,0,2,22,2020,26
PRE REVIEW,closed,1,0,12,2020,42
PRE REVIEW,closed,0,2,59,2020,48
PRE REVIEW,closed,0,2,59,2020,34
PRE REVIEW,closed,0,3,16,2020,29
PRE REVIEW,closed,1,0,38,2020,31
PRE REVIEW,closed,0,3,182,2020,42
PRE REVIEW,closed,0,3,22,2020,21
REVIEW,closed,0,1,5,2020,18
REVIEW,closed,0,1,1,2020,37
PRE REVIEW,closed,0,1,0,2020,18
PRE REVIEW,closed,0,1,33,2020,53
PRE REVIEW,closed,0,3,47,2020,54
PRE REVIEW,closed,0,0,1,2020,9
REVIEW,closed,0,4,67,2020,68
PRE REVIEW,closed,0,0,2,2020,13
PRE REVIEW,closed,1,0,13,2020,10
PRE REVIEW,closed,0,3,183,2020,59
PRE REVIEW,closed,1,0,0,2020,9
REVIEW,closed,0,2,25,2020,54
PRE REVIEW,closed,1,0,4,2020,9
PRE REVIEW,closed,0,2,39,2020,19
PRE REVIEW,closed,0,3,39,2020,45
PRE REVIEW,closed,1,0,2,2020,18
PRE REVIEW,closed,0,2,1,2020,24
PRE REVIEW,closed,0,4,54,2020,51
PRE REVIEW,closed,0,1,37,2020,29
PRE REVIEW,closed,0,3,61,2020,34
PRE REVIEW,closed,1,0,5,2020,8
PRE REVIEW,closed,0,1,37,2020,50
PRE REVIEW,closed,0,3,42,2020,31
PRE REVIEW,closed,1,0,5,2020,13
PRE REVIEW,closed,1,0,5,2020,11
REVIEW,closed,0,3,27,2020,68
REVIEW,closed,0,3,79,2020,84
REVIEW,closed,0,3,119,2020,88
PRE REVIEW,closed,0,1,11,2020,15
PRE REVIEW,closed,0,2,45,2020,35
PRE REVIEW,closed,0,1,2,2020,18
PRE REVIEW,closed,0,3,86,2020,29
PRE REVIEW,closed,0,3,151,2020,55
PRE REVIEW,closed,0,3,3,2020,27
PRE REVIEW,closed,0,3,34,2020,44
PRE REVIEW,closed,0,2,68,2020,34
PRE REVIEW,closed,0,4,47,2020,38
REVIEW,closed,0,3,186,2020,27
REVIEW,closed,0,3,105,2020,60
REVIEW,closed,0,3,149,2020,60
REVIEW,closed,0,3,133,2020,51
REVIEW,closed,0,3,173,2020,78
PRE REVIEW,closed,1,0,7,2020,12
PRE REVIEW,closed,1,0,7,2020,10
PRE REVIEW,closed,1,0,0,2020,6
REVIEW,closed,0,3,58,2020,88
REVIEW,closed,0,3,141,2020,56
PRE REVIEW,closed,0,3,26,2020,27
REVIEW,closed,0,4,78,2020,69
0,closed,0,0,0,2020,3
REVIEW,closed,0,3,61,2020,64
PRE REVIEW,closed,0,3,61,2020,29
REVIEW,closed,0,3,59,2020,53
REVIEW,closed,0,3,303,2020,154
REVIEW,closed,0,4,141,2020,111
PRE REVIEW,closed,0,1,41,2020,17
PRE REVIEW,closed,0,3,8,2020,28
PRE REVIEW,closed,1,0,11,2020,18
PRE REVIEW,closed,1,0,6,2020,16
PRE REVIEW,closed,0,1,51,2020,22
PRE REVIEW,closed,0,2,11,2020,36
REVIEW,closed,0,2,92,2020,102
REVIEW,closed,0,3,75,2020,82
PRE REVIEW,closed,0,3,5,2020,25
PRE REVIEW,closed,1,0,3,2020,9
PRE REVIEW,closed,1,0,28,2020,13
PRE REVIEW,closed,1,0,3,2020,11
REVIEW,closed,0,3,161,2020,46
REVIEW,closed,0,4,67,2020,60
PRE REVIEW,closed,1,0,5,2020,30
PRE REVIEW,closed,0,3,6,2020,23
REVIEW,closed,0,3,223,2020,60
REVIEW,closed,0,3,60,2020,57
REVIEW,closed,0,3,30,2020,43
REVIEW,closed,0,3,221,2020,63
PRE REVIEW,closed,0,3,16,2020,21
PRE REVIEW,closed,1,0,3,2020,15
PRE REVIEW,closed,0,3,146,2020,52
REVIEW,closed,0,3,250,2020,68
PRE REVIEW,closed,1,0,5,2020,14
PRE REVIEW,closed,0,4,14,2020,37
PRE REVIEW,closed,0,2,5,2020,30
PRE REVIEW,closed,0,3,8,2020,35
PRE REVIEW,closed,0,3,19,2020,35
PRE REVIEW,closed,1,0,0,2020,10
REVIEW,closed,0,4,130,2020,118
REVIEW,closed,0,3,35,2020,55
REVIEW,closed,0,3,80,2020,94
REVIEW,closed,0,3,103,2020,77
REVIEW,closed,0,3,103,2020,46
REVIEW,closed,0,2,206,2020,68
REVIEW,closed,0,3,103,2020,62
REVIEW,closed,0,3,115,2020,81
REVIEW,closed,0,3,89,2020,127
PRE REVIEW,closed,0,2,18,2020,26
PRE REVIEW,closed,1,0,7,2020,10
PRE REVIEW,closed,0,3,9,2020,24
PRE REVIEW,closed,0,2,12,2020,20
REVIEW,closed,0,3,85,2020,46
REVIEW,closed,0,3,65,2020,68
REVIEW,closed,0,3,16,2020,70
REVIEW,closed,0,3,49,2020,110
REVIEW,closed,0,3,29,2020,62
REVIEW,closed,0,3,175,2020,96
REVIEW,closed,0,3,130,2020,106
PRE REVIEW,closed,0,3,15,2020,37
REVIEW,closed,0,3,111,2020,39
REVIEW,closed,0,3,149,2020,114
PRE REVIEW,closed,1,0,0,2020,8
REVIEW,closed,0,3,112,2020,39
PRE REVIEW,closed,0,1,9,2020,20
REVIEW,closed,0,5,190,2020,111
REVIEW,closed,0,3,45,2020,69
PRE REVIEW,closed,1,0,2,2020,17
PRE REVIEW,closed,0,3,88,2020,29
REVIEW,closed,0,3,17,2020,39
REVIEW,closed,0,3,69,2020,104
PRE REVIEW,closed,0,3,5,2020,25
REVIEW,closed,0,1,26,2020,20
REVIEW,closed,0,1,26,2020,14
PRE REVIEW,closed,0,2,139,2020,26
PRE REVIEW,closed,0,3,0,2020,20
PRE REVIEW,closed,0,3,6,2020,35
PRE REVIEW,closed,0,4,12,2020,38
PRE REVIEW,closed,0,1,6,2020,17
REVIEW,closed,0,3,101,2020,62
PRE REVIEW,closed,0,3,37,2020,33
PRE REVIEW,closed,0,3,12,2020,25
PRE REVIEW,closed,0,1,29,2020,17
PRE REVIEW,closed,0,3,7,2020,31
PRE REVIEW,closed,1,0,6,2020,13
PRE REVIEW,closed,0,3,12,2020,42
REVIEW,closed,0,3,86,2020,44
REVIEW,closed,0,3,197,2020,64
REVIEW,closed,0,3,45,2020,56
REVIEW,closed,0,3,128,2020,75
PRE REVIEW,closed,0,3,32,2020,46
PRE REVIEW,closed,0,3,16,2020,32
PRE REVIEW,closed,0,3,16,2020,38
PRE REVIEW,closed,0,3,8,2020,30
PRE REVIEW,closed,0,2,38,2020,46
PRE REVIEW,closed,1,0,7,2020,10
PRE REVIEW,closed,0,1,5,2020,27
PRE REVIEW,closed,0,1,5,2020,32
PRE REVIEW,closed,0,3,6,2020,25
PRE REVIEW,closed,1,0,4,2020,11
REVIEW,closed,0,3,158,2020,127
REVIEW,closed,0,3,89,2020,64
REVIEW,closed,0,2,76,2020,66
REVIEW,closed,0,3,236,2020,107
REVIEW,closed,0,3,89,2020,93
REVIEW,closed,0,3,7,2020,68
REVIEW,closed,0,1,6,2020,26
REVIEW,closed,0,1,0,2020,23
PRE REVIEW,closed,0,3,1,2020,24
PRE REVIEW,closed,0,3,7,2020,35
PRE REVIEW,closed,1,0,8,2020,15
REVIEW,closed,0,3,120,2020,61
PRE REVIEW,closed,1,0,9,2020,13
PRE REVIEW,closed,0,3,51,2020,51
PRE REVIEW,closed,0,1,0,2020,19
PRE REVIEW,closed,1,0,10,2020,12
REVIEW,closed,0,3,354,2020,106
PRE REVIEW,closed,1,1,7,2020,49
REVIEW,closed,0,3,32,2020,50
REVIEW,closed,0,3,176,2020,77
PRE REVIEW,closed,1,0,14,2020,18
PRE REVIEW,closed,1,0,14,2020,23
PRE REVIEW,closed,0,3,14,2020,25
PRE REVIEW,closed,1,0,1,2020,22
REVIEW,closed,0,3,140,2020,67
REVIEW,closed,0,3,142,2020,105
PRE REVIEW,closed,1,0,13,2020,43
REVIEW,closed,0,3,213,2020,113
PRE REVIEW,closed,0,3,66,2020,41
PRE REVIEW,closed,1,0,4,2020,9
PRE REVIEW,closed,0,1,10,2020,26
PRE REVIEW,closed,0,1,10,2020,27
PRE REVIEW,closed,0,3,17,2020,41
PRE REVIEW,closed,0,3,12,2020,33
PRE REVIEW,closed,0,3,29,2020,40
REVIEW,closed,0,3,14,2020,40
PRE REVIEW,closed,0,2,44,2020,44
PRE REVIEW,closed,0,3,32,2020,32
PRE REVIEW,closed,0,3,14,2020,33
REVIEW,closed,0,4,65,2020,90
REVIEW,closed,1,3,143,2020,32
PRE REVIEW,closed,0,3,16,2020,24
PRE REVIEW,closed,0,2,22,2020,28
PRE REVIEW,closed,1,0,19,2020,31
REVIEW,closed,0,3,36,2020,61
REVIEW,closed,0,3,212,2020,76
PRE REVIEW,closed,1,0,7,2020,18
PRE REVIEW,closed,0,1,5,2020,22
PRE REVIEW,closed,0,3,4,2020,39
REVIEW,closed,0,3,9,2020,50
PRE REVIEW,closed,0,1,11,2020,33
PRE REVIEW,closed,0,3,21,2020,64
PRE REVIEW,closed,1,0,10,2020,11
PRE REVIEW,closed,0,3,32,2020,33
PRE REVIEW,closed,1,0,2,2020,12
PRE REVIEW,closed,0,3,11,2020,31
PRE REVIEW,closed,0,2,11,2020,21
PRE REVIEW,closed,0,3,38,2020,40
PRE REVIEW,closed,1,0,1,2020,19
REVIEW,closed,0,3,66,2020,83
REVIEW,closed,0,4,37,2020,42
REVIEW,closed,0,3,40,2020,87
PRE REVIEW,closed,1,0,0,2020,11
PRE REVIEW,closed,1,0,5,2020,15
PRE REVIEW,closed,1,0,6,2020,13
PRE REVIEW,closed,1,0,0,2020,4
REVIEW,closed,0,3,121,2020,68
PRE REVIEW,closed,1,0,7,2020,12
PRE REVIEW,closed,0,5,35,2020,52
REVIEW,closed,0,3,203,2020,66
REVIEW,closed,0,3,81,2020,84
REVIEW,closed,0,4,351,2020,84
REVIEW,closed,0,4,69,2020,89
PRE REVIEW,closed,1,0,9,2020,12
REVIEW,closed,0,3,128,2020,70
REVIEW,closed,0,3,83,2020,36
REVIEW,closed,0,3,120,2020,94
PRE REVIEW,closed,0,3,31,2020,29
REVIEW,closed,0,4,59,2020,77
PRE REVIEW,closed,0,3,43,2020,38
PRE REVIEW,closed,0,1,5,2020,26
PRE REVIEW,closed,0,3,77,2020,28
PRE REVIEW,closed,1,0,8,2020,9
PRE REVIEW,closed,0,3,18,2020,35
PRE REVIEW,closed,0,3,46,2020,28
REVIEW,closed,0,3,39,2020,51
REVIEW,closed,0,3,202,2020,96
REVIEW,closed,0,4,81,2020,65
REVIEW,closed,0,4,40,2020,82
REVIEW,closed,0,4,40,2020,71
REVIEW,closed,0,4,44,2020,87
REVIEW,closed,1,3,94,2020,13
REVIEW,closed,0,3,79,2020,103
REVIEW,closed,0,3,49,2020,61
REVIEW,closed,0,3,32,2020,37
REVIEW,closed,0,3,23,2020,70
PRE REVIEW,closed,0,3,1,2020,47
PRE REVIEW,closed,0,3,12,2020,58
PRE REVIEW,closed,0,0,0,2020,9
REVIEW,closed,0,3,37,2020,51
REVIEW,closed,0,3,39,2020,64
REVIEW,closed,1,3,18,2020,21
PRE REVIEW,closed,0,4,10,2020,40
PRE REVIEW,closed,0,3,62,2020,42
PRE REVIEW,open,0,0,0,2021,10
PRE REVIEW,open,0,0,0,2021,7
PRE REVIEW,open,0,1,0,2021,16
PRE REVIEW,open,0,1,0,2021,8
PRE REVIEW,open,0,0,0,2021,9
REVIEW,open,0,2,0,2021,8
PRE REVIEW,open,0,0,0,2021,10
PRE REVIEW,open,0,0,2,2021,10
REVIEW,open,0,3,3,2021,5
REVIEW,open,0,3,4,2021,7
REVIEW,open,0,2,4,2021,6
PRE REVIEW,open,0,2,4,2021,23
REVIEW,open,0,3,5,2021,8
REVIEW,open,0,4,5,2021,9
REVIEW,open,0,3,6,2021,5
REVIEW,open,0,3,6,2021,7
REVIEW,open,0,3,6,2021,5
PRE REVIEW,open,0,1,7,2021,11
PRE REVIEW,open,0,3,7,2021,31
REVIEW,open,0,2,8,2021,11
REVIEW,open,0,2,8,2021,5
PRE REVIEW,open,0,1,8,2021,19
REVIEW,open,0,3,8,2021,10
PRE REVIEW,open,0,1,12,2021,12
REVIEW,open,0,3,12,2021,9
PRE REVIEW,open,0,1,14,2021,26
PRE REVIEW,open,0,2,16,2021,34
PRE REVIEW,open,0,1,17,2021,30
REVIEW,open,0,3,18,2021,14
PRE REVIEW,open,0,1,18,2021,38
PRE REVIEW,open,0,1,18,2021,15
REVIEW,open,0,3,18,2021,27
REVIEW,open,0,3,19,2021,24
REVIEW,open,0,3,19,2021,12
REVIEW,open,0,3,20,2021,22
REVIEW,open,0,3,20,2021,10
PRE REVIEW,open,0,1,20,2021,23
REVIEW,open,0,4,20,2021,9
PRE REVIEW,open,0,1,21,2021,14
PRE REVIEW,open,0,1,21,2021,16
REVIEW,open,0,4,21,2021,24
REVIEW,open,0,3,21,2021,20
REVIEW,open,0,3,21,2021,19
REVIEW,open,0,2,22,2021,6
REVIEW,open,0,3,24,2021,14
REVIEW,open,0,3,25,2021,11
PRE REVIEW,open,0,2,26,2021,28
PRE REVIEW,open,0,2,26,2021,38
REVIEW,open,0,4,26,2021,20
PRE REVIEW,open,0,1,26,2021,21
REVIEW,open,0,2,27,2021,7
PRE REVIEW,open,0,1,28,2021,21
REVIEW,open,0,2,28,2021,18
REVIEW,open,0,3,28,2021,27
REVIEW,open,0,2,29,2021,7
REVIEW,open,0,3,29,2021,9
REVIEW,open,0,3,29,2021,14
REVIEW,open,0,3,30,2021,12
REVIEW,open,0,4,30,2021,20
REVIEW,open,0,3,31,2021,20
REVIEW,open,0,2,33,2021,62
REVIEW,open,0,3,33,2021,17
PRE REVIEW,open,0,1,34,2021,24
REVIEW,open,0,4,34,2021,27
REVIEW,open,0,3,36,2021,15
REVIEW,open,0,3,36,2021,11
REVIEW,open,0,3,36,2021,35
REVIEW,open,0,3,36,2021,13
PRE REVIEW,open,0,2,37,2021,23
REVIEW,open,0,3,39,2021,30
REVIEW,open,0,3,39,2021,22
REVIEW,open,0,3,39,2021,20
REVIEW,open,0,3,39,2021,31
REVIEW,open,0,3,39,2021,14
REVIEW,open,0,3,40,2021,23
REVIEW,open,0,3,41,2021,59
PRE REVIEW,open,0,1,41,2021,12
REVIEW,open,0,4,42,2021,39
PRE REVIEW,open,0,1,45,2021,19
PRE REVIEW,open,0,1,45,2021,21
REVIEW,open,0,2,48,2021,9
REVIEW,open,0,3,48,2021,41
REVIEW,open,0,3,48,2021,25
REVIEW,open,0,3,48,2021,12
REVIEW,open,0,4,49,2021,28
REVIEW,open,0,3,50,2021,14
REVIEW,open,0,4,51,2021,28
PRE REVIEW,open,0,1,52,2021,39
REVIEW,open,0,3,55,2021,23
REVIEW,open,0,2,55,2021,15
REVIEW,open,0,3,56,2021,20
REVIEW,open,0,3,56,2021,12
REVIEW,open,0,3,56,2021,22
REVIEW,open,0,2,57,2021,32
REVIEW,open,0,3,59,2021,40
PRE REVIEW,open,0,1,59,2021,37
REVIEW,open,0,3,61,2021,28
REVIEW,open,0,3,62,2021,24
PRE REVIEW,open,0,2,62,2021,32
REVIEW,open,0,2,63,2021,12
REVIEW,open,0,3,63,2021,32
REVIEW,open,0,3,64,2021,42
REVIEW,open,0,4,64,2021,62
REVIEW,open,0,3,67,2021,16
REVIEW,open,0,4,67,2021,65
REVIEW,open,0,4,68,2021,45
REVIEW,open,0,3,70,2021,23
REVIEW,open,0,2,71,2021,10
PRE REVIEW,open,0,1,74,2021,50
REVIEW,open,0,3,74,2021,52
REVIEW,open,0,4,75,2021,49
PRE REVIEW,open,0,1,81,2021,15
REVIEW,open,0,2,85,2021,23
PRE REVIEW,open,0,1,87,2021,41
REVIEW,open,0,3,88,2021,21
REVIEW,open,0,3,89,2021,33
REVIEW,open,0,3,95,2021,16
REVIEW,open,0,3,96,2021,11
REVIEW,open,0,3,98,2021,37
REVIEW,open,0,3,101,2021,68
REVIEW,open,0,3,102,2021,41
REVIEW,open,0,4,108,2021,21
REVIEW,open,0,3,108,2021,64
REVIEW,open,0,3,109,2021,31
REVIEW,open,0,3,109,2021,14
REVIEW,open,0,3,111,2021,29
REVIEW,open,0,3,112,2021,27
REVIEW,open,0,2,113,2021,27
REVIEW,open,0,3,115,2021,29
REVIEW,open,0,3,117,2021,14
REVIEW,open,0,3,119,2021,27
REVIEW,open,0,5,120,2021,34
REVIEW,open,0,2,122,2021,17
REVIEW,open,0,3,123,2021,52
REVIEW,open,0,3,123,2021,14
REVIEW,open,0,3,125,2021,23
REVIEW,open,0,3,130,2021,31
REVIEW,open,0,3,132,2021,34
REVIEW,open,0,3,132,2021,47
REVIEW,open,0,3,133,2021,19
REVIEW,open,0,3,134,2021,31
REVIEW,open,0,3,136,2021,26
REVIEW,open,0,2,139,2021,48
REVIEW,open,0,4,139,2021,26
REVIEW,open,0,3,140,2021,44
REVIEW,open,0,3,144,2021,37
REVIEW,open,0,3,146,2021,47
REVIEW,open,0,3,147,2021,34
REVIEW,open,0,3,150,2021,19
REVIEW,open,0,3,153,2021,26
REVIEW,open,0,3,154,2021,57
REVIEW,open,0,4,162,2021,47
REVIEW,open,0,3,174,2021,26
REVIEW,open,0,4,176,2021,55
REVIEW,open,0,3,179,2021,70
REVIEW,open,0,3,180,2021,47
REVIEW,open,0,3,180,2021,35
REVIEW,open,0,3,181,2021,36
PRE REVIEW,open,0,2,185,2021,24
REVIEW,open,0,3,186,2021,48
REVIEW,open,0,2,211,2021,23
REVIEW,open,0,3,211,2021,27
REVIEW,open,0,2,216,2021,21
REVIEW,open,0,3,222,2021,54
REVIEW,open,0,3,231,2021,60
REVIEW,open,0,4,237,2021,54
REVIEW,open,0,3,265,2021,24
REVIEW,open,0,3,272,2021,44
REVIEW,open,0,3,278,2021,32
PRE REVIEW,open,0,1,305,2020,28
REVIEW,open,0,4,327,2020,86
REVIEW,open,0,3,359,2020,21
REVIEW,open,0,3,364,2020,29
REVIEW,open,0,3,375,2020,73
REVIEW,open,0,3,376,2020,25
REVIEW,open,0,4,383,2020,53
REVIEW,open,0,3,392,2020,40
REVIEW,open,0,4,393,2020,25
REVIEW,open,0,3,431,2020,50
REVIEW,open,0,3,438,2020,81
REVIEW,open,0,3,468,2020,54
REVIEW,open,0,3,522,2020,28
